codigo_filme;titulo;diretor;ano;genero;duracao;orcamento;faturamento;nota;elenco_principal
1281;Joe Somebody ;John Pasquin;2001;Ação;93;38000000;22770864;5,5;Tom Hanks
1282;The Ninth Gate ;Roman Polanski;1999;Biografia;113;38000000;18653746;6,7;Leonardo DiCaprio
1283;Extreme Measures ;Michael Apted;1996;Ficção científica;133;38000000;17305211;6,1;Leonardo DiCaprio
1284;Rock Star ;Stephen Herek;2001;Crime;131;57000000;16991902;6,2;Viola Davis
1285;Precious ;Lee Daniels;2009;Ficção científica;115;10000000;47536959;7,3;Leonardo DiCaprio
1286;White Squall ;Ridley Scott;1996;Ação;91;38000000;10300000;6,6;Natalie Portman
1287;The Thing ;John Carpenter;1982;Crime;166;15000000;13782838;8,2;Denzel Washington
1288;Riddick ;David Twohy;2013;Ficção científica;112;38000000;41997790;6,4;Leonardo DiCaprio
1289;Switchback ;Jeb Stuart;1997;Comédia;162;37000000;6482195;6,4;Meryl Streep
1290;Texas Rangers ;Steve Miner;2001;Terror;106;38000000;623374;5,2;Meryl Streep
1291;City of Ember ;Gil Kenan;2008;Aventura;98;55000000;7871693;6,5;Denzel Washington
1292;The Master ;Paul Thomas Anderson;2012;Terror;141;32000000;16377274;7,1;Natalie Portman
1293;The Express ;Gary Fleder;2008;Ação;131;40000000;9589875;7,3;Robert De Niro
1294;The 5th Wave ;J Blakeson;2016;Documentário;113;38000000;34912982;5,2;Tom Hanks
1295;Creed ;Ryan Coogler;2015;Comédia;69;35000000;109712885;7,7;Meryl Streep
1296;The Town ;Ben Affleck;2010;Ação;61;37000000;92173235;7,6;Tom Hanks
1297;What to Expect When You're Expecting ;Kirk Jones;2012;Aventura;119;40000000;41102171;5,7;Robert De Niro
1298;Burn After Reading ;Ethan Coen;2008;Crime;99;37000000;60338891;7,0;Natalie Portman
1299;Nim's Island ;Jennifer Flackett;2008;Documentário;126;37000000;48006503;6,0;Viola Davis
1300;Rush ;Ron Howard;2013;Ficção científica;122;38000000;26903709;8,1;Robert De Niro
1301;Magnolia ;Paul Thomas Anderson;1999;Drama;86;37000000;22450975;8,0;Denzel Washington
1302;Cop Out ;Kevin Smith;2010;Terror;64;37000000;44867349;5,6;Viola Davis
1303;How to Be Single ;Christian Ditter;2016;Ficção científica;151;38000000;46813366;6,1;Tom Hanks
1304;Dolphin Tale ;Charles Martin Smith;2011;Documentário;119;37000000;72279690;6,9;Leonardo DiCaprio
1305;Twilight ;Catherine Hardwicke;2008;Crime;163;37000000;191449475;5,2;Tom Hanks
1306;John Q ;Nick Cassavetes;2002;Ficção científica;118;36000000;71026631;7,0;Viola Davis
1307;Blue Streak ;Les Mayfield;1999;Drama;102;65000000;68208190;6,3;Viola Davis
1308;We're the Millers ;Rawson Marshall Thurber;2013;Drama;117;37000000;150368971;7,0;Natalie Portman
1309;Breakdown ;Jonathan Mostow;1997;Thriller;107;36000000;50129186;6,9;Leonardo DiCaprio
1310;Never Say Never Again ;Irvin Kershner;1983;Drama;54;36000000;55500000;6,2;Robert De Niro
1311;Hot Tub Time Machine ;Steve Pink;2010;Ação;131;36000000;50213619;6,4;Natalie Portman
1312;Dolphin Tale 2 ;Charles Martin Smith;2014;Comédia;89;36000000;42019483;6,4;Tom Hanks
1313;Reindeer Games ;John Frankenheimer;2000;Documentário;100;34000000;23360779;5,7;Viola Davis
1314;A Man Apart ;F. Gary Gray;2003;Ação;113;36000000;26183197;6,1;Robert De Niro
1315;Aloha ;Cameron Crowe;2015;Thriller;106;37000000;20991497;5,4;Cate Blanchett
1316;Ghosts of Mississippi ;Rob Reiner;1996;Drama;117;36000000;13052741;6,7;Robert De Niro
1317;Snow Falling on Cedars ;Scott Hicks;1999;Aventura;98;36000000;14378353;6,8;Leonardo DiCaprio
1318;The Rite ;Mikael Håfström;2011;Ação;56;37000000;33037754;6,0;Robert De Niro
1319;Gattaca ;Andrew Niccol;1997;Ficção científica;117;36000000;12339633;7,8;Viola Davis
1320;Isn't She Great ;Andrew Bergman;2000;Drama;85;36000000;2954405;5,3;Cate Blanchett
1321;Space Chimps ;Kirk De Micco;2008;Aventura;117;37000000;30105968;4,5;Leonardo DiCaprio
1322;Head of State ;Chris Rock;2003;Comédia;100;35200000;37788228;5,4;Meryl Streep
1323;The Hangover ;Todd Phillips;2009;Animação;99;35000000;277313371;7,8;Robert De Niro
1324;Ip Man 3 ;Wilson Yip;2015;Comédia;131;36000000;2126511;7,2;Denzel Washington
1325;Austin Powers: The Spy Who Shagged Me ;Jay Roach;1999;História;117;33000000;205399422;6,6;Robert De Niro
1326;Batman ;Tim Burton;1989;Comédia;108;35000000;251188924;7,6;Natalie Portman
1327;There Be Dragons ;Roland Joffé;2011;Terror;111;36000000;1068392;5,9;Denzel Washington
1328;Lethal Weapon 3 ;Richard Donner;1992;Terror;135;35000000;144731527;6,7;Cate Blanchett
1329;The Blind Side ;John Lee Hancock;2009;Drama;131;29000000;255950375;7,7;Viola Davis
1330;Spy Kids ;Robert Rodriguez;2001;Romance;67;35000000;112692062;5,4;Meryl Streep
1331;Horrible Bosses ;Seth Gordon;2011;Terror;131;35000000;117528646;6,9;Viola Davis
1332;True Grit ;Ethan Coen;2010;Ação;134;38000000;171031347;7,7;Cate Blanchett
1333;The Devil Wears Prada ;David Frankel;2006;Ficção científica;97;35000000;124732962;6,8;Viola Davis
1334;Star Trek: The Motion Picture ;Robert Wise;1979;Romance;103;35000000;82300000;6,4;Natalie Portman
1335;Identity Thief ;Seth Gordon;2013;Comédia;127;35000000;134455175;5,7;Cate Blanchett
1336;Cape Fear ;Martin Scorsese;1991;Drama;121;35000000;79100000;7,3;Denzel Washington
1337;21 ;Robert Luketic;2008;Thriller;135;35000000;81159365;6,8;Natalie Portman
1338;Trainwreck ;Judd Apatow;2015;Crime;110;35000000;110008260;6,3;Meryl Streep
1339;Guess Who ;Kevin Rodney Sullivan;2005;Documentário;77;35000000;67962333;5,9;Robert De Niro
1340;The English Patient ;Anthony Minghella;1996;Ficção científica;82;27000000;78651430;7,4;Viola Davis
1341;L.A. Confidential ;Curtis Hanson;1997;Ação;89;35000000;64604977;8,3;Viola Davis
1342;Sky High ;Mike Mitchell;2005;Terror;65;35000000;63939454;6,2;Natalie Portman
1343;In & Out ;Frank Oz;1997;Comédia;81;35000000;63826569;6,3;Viola Davis
1344;Species ;Roger Donaldson;1995;Ação;110;35000000;60054449;5,8;Meryl Streep
1345;A Nightmare on Elm Street ;Wes Craven;1984;Romance;119;1800000;26505000;7,5;Leonardo DiCaprio
1346;The Cell ;Tarsem Singh;2000;Fantasia;118;33000000;61280963;6,3;Meryl Streep
1347;The Man in the Iron Mask ;Randall Wallace;1998;Ação;137;35000000;56876365;6,4;Natalie Portman
1348;Secretariat ;Randall Wallace;2010;Romance;87;35000000;59699513;7,2;Tom Hanks
1349;TMNT ;Kevin Munroe;2007;Ficção científica;118;34000000;54132596;6,3;Viola Davis
1350;Radio ;Michael Tollin;2003;Ficção científica;117;35000000;52277485;6,9;Viola Davis
1351;Friends with Benefits ;Will Gluck;2011;Drama;55;35000000;55802754;6,6;Denzel Washington
1352;Neighbors 2: Sorority Rising ;Nicholas Stoller;2016;Drama;118;35000000;55291815;6,0;Cate Blanchett
1353;Saving Mr. Banks ;John Lee Hancock;2013;Drama;95;35000000;83299761;7,5;Meryl Streep
1354;Malcolm X ;Spike Lee;1992;Drama;104;33000000;48169908;7,7;Meryl Streep
1355;This Is 40 ;Judd Apatow;2012;Drama;114;35000000;67523385;6,2;Denzel Washington
1356;Old Dogs ;Walt Becker;2009;Terror;107;35000000;49474048;5,4;Natalie Portman
1357;Underworld: Rise of the Lycans ;Patrick Tatopoulos;2009;Ação;105;35000000;45802315;6,6;Robert De Niro
1358;License to Wed ;Ken Kwapis;2007;Aventura;112;35000000;43792641;5,3;Viola Davis
1359;The Benchwarmers ;Dennis Dugan;2006;Ação;80;33000000;57651794;5,6;Robert De Niro
1360;Must Love Dogs ;Gary David Goldberg;2005;Terror;91;30000000;43894863;5,9;Viola Davis
1361;Donnie Brasco ;Mike Newell;1997;Romance;125;35000000;41954997;7,8;Viola Davis
1362;Resident Evil ;Paul W.S. Anderson;2002;Drama;106;33000000;39532308;6,7;Robert De Niro
1363;Poltergeist ;Tobe Hooper;1982;Documentário;150;10700000;76600000;7,4;Denzel Washington
1364;The Ladykillers ;Ethan Coen;2004;Comédia;135;35000000;39692139;6,2;Tom Hanks
1365;Max Payne ;John Moore;2008;Ação;117;35000000;40687294;5,4;Robert De Niro
1366;In Time ;Andrew Niccol;2011;Ação;91;40000000;37553932;6,7;Cate Blanchett
1367;The Back-up Plan ;Alan Poul;2010;Drama;110;35000000;37481242;5,3;Leonardo DiCaprio
1368;Something Borrowed ;Luke Greenfield;2011;Ficção científica;96;35000000;39026186;5,9;Leonardo DiCaprio
1369;Black Knight ;Gil Junger;2001;Drama;140;50000000;33422806;4,8;Natalie Portman
1370;Street Fighter ;Steven E. de Souza;1994;Drama;166;35000000;33423521;3,8;Leonardo DiCaprio
1371;The Pianist ;Roman Polanski;2002;Comédia;134;35000000;32519322;8,5;Meryl Streep
1372;From Hell ;Albert Hughes;2001;Ação;68;35000000;31598308;6,8;Meryl Streep
1373;The Nativity Story ;Catherine Hardwicke;2006;Comédia;105;30000000;37617947;6,8;Cate Blanchett
1374;House of Wax ;Jaume Collet-Serra;2005;Romance;87;30000000;32048809;5,3;Robert De Niro
1375;Closer ;Mike Nichols;2004;Thriller;100;27000000;33987757;7,3;Meryl Streep
1376;J. Edgar ;Clint Eastwood;2011;Documentário;107;35000000;37304950;6,6;Denzel Washington
1377;Mirrors ;Alexandre Aja;2008;Comédia;104;35000000;30691439;6,2;Cate Blanchett
1378;Queen of the Damned ;Michael Rymer;2002;Fantasia;136;35000000;30307804;5,2;Meryl Streep
1379;Predator 2 ;Stephen Hopkins;1990;Drama;141;35000000;30669413;6,2;Meryl Streep
1380;Untraceable ;Gregory Hoblit;2008;Romance;114;35000000;28687835;6,2;Natalie Portman
1381;Blast from the Past ;Hugh Wilson;1999;Terror;124;35000000;26494611;6,6;Natalie Portman
1382;Jersey Girl ;Kevin Smith;2004;Comédia;87;35000000;25266129;6,2;Denzel Washington
1383;Alex Cross ;Rob Cohen;2012;Mistério;98;35000000;25863915;5,1;Tom Hanks
1384;Midnight in the Garden of Good and Evil ;Clint Eastwood;1997;Drama;127;30000000;25078937;6,6;Denzel Washington
1385;Nanny McPhee Returns ;Susanna White;2010;Mistério;157;35000000;28995450;6,1;Meryl Streep
1386;Hoffa ;Danny DeVito;1992;Ação;128;35000000;24276500;6,6;Robert De Niro
1387;The X Files: I Want to Believe ;Chris Carter;2008;Ação;111;30000000;20981633;5,9;Denzel Washington
1388;Ella Enchanted ;Tommy O'Haver;2004;Biografia;124;35000000;22913677;6,3;Viola Davis
1389;Concussion ;Peter Landesman;2015;Drama;133;35000000;34531832;7,1;Leonardo DiCaprio
1390;Abduction ;John Singleton;2011;Ação;130;35000000;28064226;5,0;Viola Davis
1391;Valiant ;Gary Chapman;2005;Família;97;35000000;19447478;5,6;Natalie Portman
1392;Wonder Boys ;Curtis Hanson;2000;Thriller;108;55000000;19389454;7,4;Cate Blanchett
1393;Superhero Movie ;Craig Mazin;2008;Comédia;66;35000000;25871834;4,5;Meryl Streep
1394;Broken City ;Allen Hughes;2013;Comédia;83;35000000;19692608;6,2;Viola Davis
1395;Cursed ;Wes Craven;2005;Terror;72;35000000;19294901;5,0;Robert De Niro
1396;Premium Rush ;David Koepp;2012;Aventura;102;35000000;20275446;6,5;Robert De Niro
1397;Hot Pursuit ;Anne Fletcher;2015;Romance;97;35000000;34507079;5,1;Cate Blanchett
1398;The Four Feathers ;Shekhar Kapur;2002;Terror;118;35000000;18306166;6,5;Viola Davis
1399;Parker ;Taylor Hackford;2013;Drama;121;35000000;17609982;6,2;Natalie Portman
1400;Wimbledon ;Richard Loncraine;2004;Ação;84;31000000;16831505;6,3;Leonardo DiCaprio
1401;Furry Vengeance ;Roger Kumble;2010;Ação;91;35000000;17596256;3,8;Cate Blanchett
1402;Lions for Lambs ;Robert Redford;2007;Ação;108;35000000;14998070;6,2;Denzel Washington
1403;Flight of the Intruder ;John Milius;1991;Drama;106;35000000;14587732;5,7;Leonardo DiCaprio
1404;Walk Hard: The Dewey Cox Story ;Jake Kasdan;2007;Terror;115;35000000;18317151;6,7;Robert De Niro
1405;The Shipping News ;Lasse Hallström;2001;Ação;76;35000000;11405825;6,8;Meryl Streep
1406;American Outlaws ;Les Mayfield;2001;Crime;88;35000000;13264986;6,0;Natalie Portman
1407;The Young Victoria ;Jean-Marc Vallée;2009;Ficção científica;119;35000000;10991381;7,3;Robert De Niro
1408;Whiteout ;Dominic Sena;2009;Fantasia;122;35000000;10268846;5,5;Meryl Streep
1409;The Tree of Life ;Terrence Malick;2011;Drama;101;32000000;13303319;6,7;Denzel Washington
1410;Knock Off ;Hark Tsui;1998;Fantasia;142;35000000;10076136;4,8;Tom Hanks
1411;Sabotage ;David Ayer;2014;Crime;148;35000000;10499968;5,7;Natalie Portman
1412;The Order ;Brian Helgeland;2003;Animação;87;38000000;7659747;5,1;Cate Blanchett
1413;Punisher: War Zone ;Lexi Alexander;2008;Romance;126;35000000;7948159;6,0;Denzel Washington
1414;Zoom ;Peter Hewitt;2006;Drama;130;35000000;11631245;4,2;Tom Hanks
1415;The Walk ;Robert Zemeckis;2015;Ação;106;35000000;10137502;7,4;Meryl Streep
1416;Warriors of Virtue ;Ronny Yu;1997;Crime;108;35000000;6448817;4,6;Leonardo DiCaprio
1417;A Good Year ;Ridley Scott;2006;Ficção científica;151;35000000;7458269;6,9;Cate Blanchett
1418;Radio Flyer ;Richard Donner;1992;Ação;127;35000000;4651977;6,9;Viola Davis
1419;Blood In, Blood Out ;Taylor Hackford;1993;Aventura;107;35000000;4496583;8,0;Viola Davis
1420;Smilla's Sense of Snow ;Bille August;1997;Comédia;119;35000000;2221994;6,4;Natalie Portman
1421;Femme Fatale ;Brian De Palma;2002;Biografia;97;35000000;6592103;6,3;Denzel Washington
1422;Ride with the Devil ;Ang Lee;1999;Ficção científica;127;35000000;630779;6,8;Natalie Portman
1423;The Maze Runner ;Wes Ball;2014;Comédia;123;34000000;102413606;6,8;Denzel Washington
1424;Unfinished Business ;Ken Scott;2015;Animação;175;35000000;10214013;5,4;Cate Blanchett
1425;The Age of Innocence ;Martin Scorsese;1993;Terror;97;30000000;32000000;7,2;Natalie Portman
1426;The Fountain ;Darren Aronofsky;2006;Drama;97;35000000;10139254;7,3;Tom Hanks
1427;Chill Factor ;Hugh Johnson;1999;Terror;58;34000000;11227940;5,2;Cate Blanchett
1428;Stolen ;Simon West;2012;Guerra;131;35000000;183125;5,5;Cate Blanchett
1429;Ponyo ;Hayao Miyazaki;2008;Animação;105;34000000;15081783;7,7;Viola Davis
1430;The Longest Ride ;George Tillman Jr.;2015;Comédia;78;34000000;37432299;7,1;Denzel Washington
1431;The Astronaut's Wife ;Rand Ravich;1999;Biografia;85;34000000;10654581;5,3;Leonardo DiCaprio
1432;I Dreamed of Africa ;Hugh Hudson;2000;Ação;103;34000000;6543194;5,6;Cate Blanchett
1433;Playing for Keeps ;Gabriele Muccino;2012;Aventura;93;35000000;13101142;5,7;Meryl Streep
1434;Mandela: Long Walk to Freedom ;Justin Chadwick;2013;Aventura;89;35000000;8324748;7,1;Robert De Niro
1435;A Few Good Men ;Rob Reiner;1992;Comédia;72;40000000;141340178;7,6;Cate Blanchett
1436;Exit Wounds ;Andrzej Bartkowiak;2001;Comédia;86;33000000;51758599;5,5;Cate Blanchett
1437;Big Momma's House ;Raja Gosnell;2000;Romance;106;30000000;117559438;5,1;Natalie Portman
1438;Thunder and the House of Magic ;Jeremy Degruson;2013;Biografia;80;34000000;4091;6,3;Viola Davis
1439;The Darkest Hour ;Chris Gorak;2011;Romance;84;30000000;21426805;4,9;Tom Hanks
1440;Step Up Revolution ;Scott Speer;2012;Terror;72;33000000;35057332;6,5;Tom Hanks
1441;Snakes on a Plane ;David R. Ellis;2006;Drama;72;33000000;34014398;5,6;Denzel Washington
1442;The Watcher ;Joe Charbanic;2000;Romance;84;33000000;28927720;5,3;Leonardo DiCaprio
1443;The Punisher ;Jonathan Hensleigh;2004;Drama;115;33000000;33682273;6,5;Robert De Niro
1444;Goal! The Dream Begins ;Danny Cannon;2005;Terror;107;10000000;4280577;6,8;Meryl Streep
1445;Safe ;Boaz Yakin;2012;Crime;93;30000000;17120019;6,5;Viola Davis
1446;Pushing Tin ;Mike Newell;1999;Crime;135;38000000;8406264;6,0;Natalie Portman
1447;Star Wars: Episode VI - Return of the Jedi ;Richard Marquand;1983;Drama;91;32500000;309125409;8,4;Leonardo DiCaprio
1448;Doomsday ;Neil Marshall;2008;Comédia;115;30000000;10955425;6,0;Robert De Niro
1449;The Reader ;Stephen Daldry;2008;Terror;113;32000000;34180954;7,6;Tom Hanks
1450;Elf ;Jon Favreau;2003;Ação;133;33000000;173381405;6,9;Robert De Niro
1451;Phenomenon ;Jon Turteltaub;1996;Ficção científica;132;32000000;104632573;6,4;Viola Davis
1452;Snow Dogs ;Brian Levant;2002;Crime;128;35000000;81150692;5,1;Viola Davis
1453;Scrooged ;Richard Donner;1988;Thriller;85;32000000;60328558;7,0;Robert De Niro
1454;Nacho Libre ;Jared Hess;2006;Drama;108;32000000;80197993;5,7;Leonardo DiCaprio
1455;Bridesmaids ;Paul Feig;2011;Ficção científica;90;32500000;169076745;6,8;Denzel Washington
1456;This Is the End ;Evan Goldberg;2013;Aventura;68;32000000;101470202;6,7;Cate Blanchett
1457;Stigmata ;Rupert Wainwright;1999;Ação;113;29000000;50041732;6,2;Cate Blanchett
1458;Men of Honor ;George Tillman Jr.;2000;Crime;114;32000000;48814909;7,2;Tom Hanks
1459;Takers ;John Luessenhop;2010;Documentário;72;20000000;57744720;6,2;Robert De Niro
1460;The Big Wedding ;Justin Zackham;2013;Drama;146;35000000;21784432;5,6;Natalie Portman
1461;Big Mommas: Like Father, Like Son ;John Whitesell;2011;Fantasia;80;32000000;37911876;4,4;Viola Davis
1462;Source Code ;Duncan Jones;2011;Crime;130;32000000;54696902;7,5;Denzel Washington
1463;Alive ;Frank Marshall;1993;Aventura;117;32000000;36733909;7,1;Leonardo DiCaprio
1464;The Number 23 ;Joel Schumacher;2007;Ação;79;32000000;35063732;6,4;Denzel Washington
1465;The Young and Prodigious T.S. Spivet ;Jean-Pierre Jeunet;2013;Drama;128;33000000;99462;7,1;Leonardo DiCaprio
1466;Dreamer: Inspired by a True Story ;John Gatins;2005;Biografia;102;32000000;32701088;6,9;Robert De Niro
1467;A History of Violence ;David Cronenberg;2005;Animação;70;32000000;31493782;7,5;Meryl Streep
1468;Transporter 2 ;Louis Leterrier;2005;Drama;86;32000000;43095600;6,3;Robert De Niro
1469;The Quick and the Dead ;Sam Raimi;1995;Terror;109;32000000;18636537;6,4;Natalie Portman
1470;Laws of Attraction ;Peter Howitt;2004;Terror;94;28000000;17848322;5,9;Natalie Portman
1471;Bringing Out the Dead ;Martin Scorsese;1999;Thriller;88;55000000;16640210;6,8;Leonardo DiCaprio
1472;Repo Men ;Miguel Sapochnik;2010;Drama;116;32000000;13763130;6,3;Robert De Niro
1473;Dragon Wars: D-War ;Hyung-rae Shim;2007;Crime;101;35000000;10956379;3,6;Robert De Niro
1474;Bogus ;Norman Jewison;1996;Comédia;109;30000000;4357000;5,3;Robert De Niro
1475;The Incredible Burt Wonderstone ;Don Scardino;2013;Terror;109;30000000;22525921;5,9;Robert De Niro
1476;Cats Don't Dance ;Mark Dindal;1997;Crime;145;32000000;3562749;6,9;Viola Davis
1477;Cradle Will Rock ;Tim Robbins;1999;Terror;94;32000000;2899970;6,9;Meryl Streep
1478;The Good German ;Steven Soderbergh;2006;Esporte;116;32000000;1304837;6,1;Natalie Portman
1479;Apocalypse Now ;Francis Ford Coppola;1979;Documentário;41;31500000;78800000;8,5;Viola Davis
1480;Going the Distance ;Nanette Burstein;2010;Documentário;89;32000000;17797316;6,3;Viola Davis
1481;Mr. Holland's Opus ;Stephen Herek;1995;Crime;104;6500000;82528097;7,3;Denzel Washington
1482;Criminal ;Ariel Vromen;2016;Drama;96;31500000;14268533;6,3;Viola Davis
1483;Out of Africa ;Sydney Pollack;1985;Documentário;104;31000000;87100000;7,2;Denzel Washington
1484;Flight ;Robert Zemeckis;2012;Aventura;90;31000000;93749203;7,3;Viola Davis
1485;Moonraker ;Lewis Gilbert;1979;Família;121;34000000;62700000;6,3;Cate Blanchett
1486;The Grand Budapest Hotel ;Wes Anderson;2014;Drama;85;25000000;59073773;8,1;Tom Hanks
1487;Hearts in Atlantis ;Scott Hicks;2001;Crime;107;31000000;24185781;6,9;Denzel Washington
1488;Arachnophobia ;Frank Marshall;1990;Comédia;71;31000000;53133888;6,3;Viola Davis
1489;Frequency ;Gregory Hoblit;2000;Ficção científica;81;31000000;44983704;7,3;Cate Blanchett
1490;Ghostbusters ;Paul Feig;2016;Documentário;120;144000000;118099659;5,5;Viola Davis
1491;Vacation ;John Francis Daley;2015;Drama;104;31000000;58879132;6,1;Natalie Portman
1492;Get Shorty ;Barry Sonnenfeld;1995;Drama;98;30250000;72077000;6,9;Meryl Streep
1493;Chicago ;Rob Marshall;2002;Esporte;53;45000000;170684505;7,2;Cate Blanchett
1494;Big Daddy ;Dennis Dugan;1999;Crime;149;34200000;163479795;6,4;Tom Hanks
1495;American Pie 2 ;J.B. Rogers;2001;Ação;97;30000000;145096820;6,4;Meryl Streep
1496;Toy Story ;John Lasseter;1995;Aventura;142;30000000;191796233;8,3;Natalie Portman
1497;Speed ;Jan de Bont;1994;Família;74;25000000;121248145;7,2;Leonardo DiCaprio
1498;The Vow ;Michael Sucsy;2012;Ação;86;30000000;125014030;6,8;Viola Davis
1499;Extraordinary Measures ;Tom Vaughan;2010;Romance;132;31000000;11854694;6,5;Robert De Niro
1500;Remember the Titans ;Boaz Yakin;2000;Comédia;95;30000000;115648585;7,8;Meryl Streep
1501;The Hunt for Red October ;John McTiernan;1990;Animação;104;30000000;122012643;7,6;Tom Hanks
1502;Lee Daniels' The Butler ;Lee Daniels;2013;Guerra;108;30000000;116631310;7,2;Denzel Washington
